,ti_uid,indication_mesh_term,gene_name,combined_max_phase,succ_p_1,succ_1_2,succ_2_3,succ_3_a,target_status,gene_id,disease_relevant_tissues,dtr_blood,dtr_bone_marrow,dtr_brain,dtr_colon,dtr_esophagus,dtr_eye,dtr_heart,dtr_kidney,dtr_liver,dtr_lung,dtr_nose,dtr_pancreas,dtr_prostate,dtr_skin,dtr_small_intestine,genetic_evidence_minikel
871,ITK-D000544,Alzheimer Disease,ITK,Preclinical,,,,,unsupported target,ENSG00000113263,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
872,ITM2B-D000544,Alzheimer Disease,ITM2B,Preclinical,False,,,,unsupported target,ENSG00000136156,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
873,JAK3-D000544,Alzheimer Disease,JAK3,Preclinical,,,,,unsupported target,ENSG00000105639,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
874,KCNH3-D000544,Alzheimer Disease,KCNH3,Phase I,True,False,,,unsupported target,ENSG00000135519,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
875,KDM1A-D000544,Alzheimer Disease,KDM1A,Phase II,True,True,,,unsupported target,ENSG00000004487,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
876,KIT-D000544,Alzheimer Disease,KIT,Phase III,True,True,True,,unsupported target,ENSG00000157404,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
877,LAMP2-D000544,Alzheimer Disease,LAMP2,Preclinical,,,,,unsupported target,ENSG00000005893,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
878,LEPR-D000544,Alzheimer Disease,LEPR,Preclinical,False,,,,unsupported target,ENSG00000116678,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
879,LGALS3-D000544,Alzheimer Disease,LGALS3,Phase II,True,True,,,unsupported target,ENSG00000131981,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
880,LHCGR-D000544,Alzheimer Disease,LHCGR,Phase II,True,True,False,,unsupported target,ENSG00000138039,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
881,LNPEP-D000544,Alzheimer Disease,LNPEP,Preclinical,False,,,,unsupported target,ENSG00000113441,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
882,LRP1-D000544,Alzheimer Disease,LRP1,Phase I,True,,,,unsupported target,ENSG00000123384,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
883,LRRK2-D000544,Alzheimer Disease,LRRK2,Preclinical,False,,,,unsupported target,ENSG00000188906,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
884,LYN-D000544,Alzheimer Disease,LYN,Phase III,True,True,True,,unsupported target,ENSG00000254087,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
885,MAOA-D000544,Alzheimer Disease,MAOA,Preclinical,False,,,,unsupported target,ENSG00000189221,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
886,MAOB-D000544,Alzheimer Disease,MAOB,Phase II,True,True,,,unsupported target,ENSG00000069535,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
887,MAP2K1-D000544,Alzheimer Disease,MAP2K1,Preclinical,,,,,unsupported target,ENSG00000169032,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
888,MAP2K2-D000544,Alzheimer Disease,MAP2K2,Preclinical,,,,,unsupported target,ENSG00000126934,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
889,MAP3K12-D000544,Alzheimer Disease,MAP3K12,Preclinical,False,,,,unsupported target,ENSG00000139625,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
890,MAPK1-D000544,Alzheimer Disease,MAPK1,Phase III,True,True,True,,unsupported target,ENSG00000100030,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
891,MAPK10-D000544,Alzheimer Disease,MAPK10,Preclinical,,,,,unsupported target,ENSG00000109339,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
892,MAPK14-D000544,Alzheimer Disease,MAPK14,Preclinical,,,,,unsupported target,ENSG00000112062,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
893,MAPK3-D000544,Alzheimer Disease,MAPK3,Phase III,True,True,True,,unsupported target,ENSG00000102882,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
894,MAPK8-D000544,Alzheimer Disease,MAPK8,Preclinical,False,,,,unsupported target,ENSG00000107643,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
895,MAPK9-D000544,Alzheimer Disease,MAPK9,Preclinical,False,,,,unsupported target,ENSG00000050748,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
896,MAPT-D000544,Alzheimer Disease,MAPT,Phase III,True,True,True,,genetically supported target,ENSG00000186868,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
897,MCL1-D000544,Alzheimer Disease,MCL1,Preclinical,False,,,,unsupported target,ENSG00000143384,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
898,MEP1A-D000544,Alzheimer Disease,MEP1A,Preclinical,False,,,,unsupported target,ENSG00000112818,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
899,MEP1B-D000544,Alzheimer Disease,MEP1B,Preclinical,False,,,,unsupported target,ENSG00000141434,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
900,MGLL-D000544,Alzheimer Disease,MGLL,Preclinical,False,,,,unsupported target,ENSG00000074416,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
901,MIF-D000544,Alzheimer Disease,MIF,Preclinical,False,,,,unsupported target,ENSG00000240972,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
902,MME-D000544,Alzheimer Disease,MME,Preclinical,False,,,,unsupported target,ENSG00000196549,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
903,MS4A4A-D000544,Alzheimer Disease,MS4A4A,Phase I,True,,,,unsupported target,ENSG00000110079,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
904,MST1R-D000544,Alzheimer Disease,MST1R,Preclinical,False,,,,unsupported target,ENSG00000164078,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
905,MTNR1A-D000544,Alzheimer Disease,MTNR1A,Preclinical,,,,,unsupported target,ENSG00000168412,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
906,MTNR1B-D000544,Alzheimer Disease,MTNR1B,Preclinical,,,,,unsupported target,ENSG00000134640,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
907,NCAM1-D000544,Alzheimer Disease,NCAM1,Phase II,True,True,False,,unsupported target,ENSG00000149294,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
908,NFATC1-D000544,Alzheimer Disease,NFATC1,Phase I,True,False,,,unsupported target,ENSG00000131196,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
909,NFKB1-D000544,Alzheimer Disease,NFKB1,Phase III,True,True,True,,unsupported target,ENSG00000109320,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
910,NGF-D000544,Alzheimer Disease,NGF,Phase I,True,False,,,unsupported target,ENSG00000134259,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
911,NGFR-D000544,Alzheimer Disease,NGFR,Preclinical,,,,,genetically supported target,ENSG00000064300,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
912,NLRP3-D000544,Alzheimer Disease,NLRP3,Preclinical,,,,,unsupported target,ENSG00000162711,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
913,NLRX1-D000544,Alzheimer Disease,NLRX1,Preclinical,,,,,unsupported target,ENSG00000160703,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
914,NOS1-D000544,Alzheimer Disease,NOS1,Preclinical,False,,,,unsupported target,ENSG00000089250,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
915,NOS3-D000544,Alzheimer Disease,NOS3,Phase II,True,True,False,,unsupported target,ENSG00000164867,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
916,NR1H2-D000544,Alzheimer Disease,NR1H2,Preclinical,False,,,,unsupported target,ENSG00000131408,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
917,NR1H3-D000544,Alzheimer Disease,NR1H3,Preclinical,False,,,,unsupported target,ENSG00000025434,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
918,NR3C1-D000544,Alzheimer Disease,NR3C1,Phase II,True,True,False,,unsupported target,ENSG00000113580,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
919,NTRK1-D000544,Alzheimer Disease,NTRK1,Preclinical,False,,,,unsupported target,ENSG00000198400,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
920,NTRK2-D000544,Alzheimer Disease,NTRK2,Preclinical,,,,,unsupported target,ENSG00000148053,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
921,NTRK3-D000544,Alzheimer Disease,NTRK3,Preclinical,False,,,,unsupported target,ENSG00000140538,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
922,OGA-D000544,Alzheimer Disease,OGA,Phase II,True,True,,,unsupported target,ENSG00000198408,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
923,P2RX7-D000544,Alzheimer Disease,P2RX7,Preclinical,False,,,,unsupported target,ENSG00000089041,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
924,P2RY6-D000544,Alzheimer Disease,P2RY6,Phase I,True,False,,,unsupported target,ENSG00000171631,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
925,PARK7-D000544,Alzheimer Disease,PARK7,Preclinical,False,,,,unsupported target,ENSG00000116288,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
926,PARP1-D000544,Alzheimer Disease,PARP1,Phase III,True,True,True,False,unsupported target,ENSG00000143799,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
927,PDCD1-D000544,Alzheimer Disease,PDCD1,Preclinical,,,,,unsupported target,ENSG00000188389,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
928,PDE10A-D000544,Alzheimer Disease,PDE10A,Preclinical,False,,,,unsupported target,ENSG00000112541,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
929,PDE2A-D000544,Alzheimer Disease,PDE2A,Preclinical,,,,,unsupported target,ENSG00000186642,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
930,PDE4A-D000544,Alzheimer Disease,PDE4A,Preclinical,,,,,unsupported target,ENSG00000065989,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
931,PDE4B-D000544,Alzheimer Disease,PDE4B,Preclinical,,,,,unsupported target,ENSG00000184588,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
932,PDE4C-D000544,Alzheimer Disease,PDE4C,Phase II,True,True,False,,unsupported target,ENSG00000105650,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
933,PDE4D-D000544,Alzheimer Disease,PDE4D,Preclinical,,,,,unsupported target,ENSG00000113448,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
934,PDE9A-D000544,Alzheimer Disease,PDE9A,Phase II,True,True,False,,unsupported target,ENSG00000160191,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
935,PDGFRA-D000544,Alzheimer Disease,PDGFRA,Phase III,True,True,True,,unsupported target,ENSG00000134853,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
936,PDGFRB-D000544,Alzheimer Disease,PDGFRB,Phase III,True,True,True,,unsupported target,ENSG00000113721,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
937,PGRMC1-D000544,Alzheimer Disease,PGRMC1,Phase II,True,True,,,unsupported target,ENSG00000101856,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
938,PIKFYVE-D000544,Alzheimer Disease,PIKFYVE,Preclinical,False,,,,unsupported target,ENSG00000115020,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
939,PINK1-D000544,Alzheimer Disease,PINK1,Preclinical,False,,,,unsupported target,ENSG00000158828,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
940,PLA2G7-D000544,Alzheimer Disease,PLA2G7,Phase II,True,True,False,,unsupported target,ENSG00000146070,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
941,PLK2-D000544,Alzheimer Disease,PLK2,Preclinical,False,,,,unsupported target,ENSG00000145632,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
942,PPARA-D000544,Alzheimer Disease,PPARA,Phase I,True,,,,unsupported target,ENSG00000186951,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
943,PPARD-D000544,Alzheimer Disease,PPARD,Phase II,True,True,,,unsupported target,ENSG00000112033,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
944,PPARG-D000544,Alzheimer Disease,PPARG,Phase II,True,True,,,unsupported target,ENSG00000132170,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
945,PPID-D000544,Alzheimer Disease,PPID,Preclinical,False,,,,unsupported target,ENSG00000171497,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
946,PPP2CA-D000544,Alzheimer Disease,PPP2CA,Phase II,True,True,False,,unsupported target,ENSG00000113575,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
947,PRKCE-D000544,Alzheimer Disease,PRKCE,Phase II,True,True,,,unsupported target,ENSG00000171132,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
948,PRNP-D000544,Alzheimer Disease,PRNP,Phase I,True,,,,unsupported target,ENSG00000171867,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
949,PSEN1-D000544,Alzheimer Disease,PSEN1,Phase I,True,False,,,genetically supported target,ENSG00000080815,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
950,PTGER2-D000544,Alzheimer Disease,PTGER2,Preclinical,False,,,,unsupported target,ENSG00000125384,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
951,PTGES-D000544,Alzheimer Disease,PTGES,Phase I,True,,,,unsupported target,ENSG00000148344,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
952,PTPRS-D000544,Alzheimer Disease,PTPRS,Phase I,True,,,,genetically supported target,ENSG00000105426,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
953,QPCT-D000544,Alzheimer Disease,QPCT,Phase II,True,True,,,unsupported target,ENSG00000115828,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
954,RARA-D000544,Alzheimer Disease,RARA,Preclinical,False,,,,unsupported target,ENSG00000131759,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
955,RELN-D000544,Alzheimer Disease,RELN,Preclinical,False,,,,genetically supported target,ENSG00000189056,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
956,RIPK1-D000544,Alzheimer Disease,RIPK1,Phase I,True,,,,unsupported target,ENSG00000137275,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
957,ROCK2-D000544,Alzheimer Disease,ROCK2,Preclinical,False,,,,unsupported target,ENSG00000134318,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
958,RRM1-D000544,Alzheimer Disease,RRM1,Preclinical,False,,,,unsupported target,ENSG00000167325,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
959,RRM2-D000544,Alzheimer Disease,RRM2,Preclinical,False,,,,unsupported target,ENSG00000171848,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
960,RXRA-D000544,Alzheimer Disease,RXRA,Phase I,True,False,,,unsupported target,ENSG00000186350,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
961,RXRB-D000544,Alzheimer Disease,RXRB,Phase I,True,False,,,unsupported target,ENSG00000204231,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
962,RXRG-D000544,Alzheimer Disease,RXRG,Phase I,True,False,,,unsupported target,ENSG00000143171,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
963,RYR1-D000544,Alzheimer Disease,RYR1,Preclinical,,,,,unsupported target,ENSG00000196218,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
964,RYR2-D000544,Alzheimer Disease,RYR2,Preclinical,False,,,,genetically supported target,ENSG00000198626,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
965,S1PR5-D000544,Alzheimer Disease,S1PR5,Preclinical,False,,,,unsupported target,ENSG00000180739,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
966,SCD-D000544,Alzheimer Disease,SCD,Preclinical,False,,,,unsupported target,ENSG00000099194,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
967,SCN5A-D000544,Alzheimer Disease,SCN5A,Phase III,True,True,True,,unsupported target,ENSG00000183873,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
968,SEMA4D-D000544,Alzheimer Disease,SEMA4D,Phase II,True,True,,,unsupported target,ENSG00000187764,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
969,SERPINE1-D000544,Alzheimer Disease,SERPINE1,Phase I,True,False,,,unsupported target,ENSG00000106366,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
970,SGK2-D000544,Alzheimer Disease,SGK2,Preclinical,False,,,,unsupported target,ENSG00000101049,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
971,SIGMAR1-D000544,Alzheimer Disease,SIGMAR1,Phase III,True,True,True,,unsupported target,ENSG00000147955,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
972,SLC6A2-D000544,Alzheimer Disease,SLC6A2,Phase I,True,,,,unsupported target,ENSG00000103546,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
973,SLC6A3-D000544,Alzheimer Disease,SLC6A3,Phase I,True,,,,unsupported target,ENSG00000142319,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
974,SLC6A4-D000544,Alzheimer Disease,SLC6A4,Phase II,True,True,,,unsupported target,ENSG00000108576,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
975,SLC6A7-D000544,Alzheimer Disease,SLC6A7,Phase II,True,True,False,,unsupported target,ENSG00000011083,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
976,SLC6A9-D000544,Alzheimer Disease,SLC6A9,Phase II,True,True,,,unsupported target,ENSG00000196517,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
977,SLC7A11-D000544,Alzheimer Disease,SLC7A11,Phase III,True,True,True,,unsupported target,ENSG00000151012,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
978,SMPD1-D000544,Alzheimer Disease,SMPD1,Preclinical,,,,,unsupported target,ENSG00000166311,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
979,SNCA-D000544,Alzheimer Disease,SNCA,Phase I,True,False,,,unsupported target,ENSG00000145335,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
980,SOD1-D000544,Alzheimer Disease,SOD1,Preclinical,False,,,,unsupported target,ENSG00000142168,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
981,SORT1-D000544,Alzheimer Disease,SORT1,Phase I,True,,,,unsupported target,ENSG00000134243,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
982,SPHK2-D000544,Alzheimer Disease,SPHK2,Preclinical,False,,,,unsupported target,ENSG00000063176,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
983,SRR-D000544,Alzheimer Disease,SRR,Preclinical,False,,,,unsupported target,ENSG00000167720,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
984,STAT3-D000544,Alzheimer Disease,STAT3,Phase II,True,True,,,unsupported target,ENSG00000168610,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
985,TARDBP-D000544,Alzheimer Disease,TARDBP,Preclinical,False,,,,unsupported target,ENSG00000120948,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
986,TFEB-D000544,Alzheimer Disease,TFEB,Preclinical,False,,,,unsupported target,ENSG00000112561,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
987,TLR2-D000544,Alzheimer Disease,TLR2,Preclinical,,,,,unsupported target,ENSG00000137462,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
988,TLR4-D000544,Alzheimer Disease,TLR4,Preclinical,False,,,,unsupported target,ENSG00000136869,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
989,TNF-D000544,Alzheimer Disease,TNF,Phase II,True,True,,,unsupported target,ENSG00000204490,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
990,TNFRSF11A-D000544,Alzheimer Disease,TNFRSF11A,Preclinical,False,,,,genetically supported target,ENSG00000141655,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
991,TNFRSF1A-D000544,Alzheimer Disease,TNFRSF1A,Preclinical,False,,,,unsupported target,ENSG00000067182,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
992,TREM2-D000544,Alzheimer Disease,TREM2,Phase II,True,True,,,unsupported target,ENSG00000095970,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
993,TRPV1-D000544,Alzheimer Disease,TRPV1,Phase II,True,True,,,unsupported target,ENSG00000196689,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
994,TSLP-D000544,Alzheimer Disease,TSLP,Preclinical,,,,,unsupported target,ENSG00000145777,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
995,TTBK1-D000544,Alzheimer Disease,TTBK1,Preclinical,False,,,,unsupported target,ENSG00000146216,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
996,TTR-D000544,Alzheimer Disease,TTR,Preclinical,,,,,unsupported target,ENSG00000118271,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
997,TUBB-D000544,Alzheimer Disease,TUBB,Phase I,True,False,,,unsupported target,ENSG00000183311,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
998,USP14-D000544,Alzheimer Disease,USP14,Preclinical,False,,,,unsupported target,ENSG00000101557,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
999,UTRN-D000544,Alzheimer Disease,UTRN,Preclinical,False,,,,unsupported target,ENSG00000152818,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,ABAT-D000690,Amyotrophic Lateral Sclerosis,ABAT,Preclinical,False,,,,unsupported target,ENSG00000183044,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,ABL1-D000690,Amyotrophic Lateral Sclerosis,ABL1,Phase I,True,,,,unsupported target,ENSG00000097007,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,ACHE-D000690,Amyotrophic Lateral Sclerosis,ACHE,Phase II,True,True,False,,unsupported target,ENSG00000087085,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,ACVR2B-D000690,Amyotrophic Lateral Sclerosis,ACVR2B,Preclinical,False,,,,unsupported target,ENSG00000114739,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,ACVRL1-D000690,Amyotrophic Lateral Sclerosis,ACVRL1,Phase I,True,False,,,unsupported target,ENSG00000139567,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,ALOX15-D000690,Amyotrophic Lateral Sclerosis,ALOX15,Phase II,True,True,,,unsupported target,ENSG00000161905,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,APP-D000690,Amyotrophic Lateral Sclerosis,APP,Phase II,True,True,,,unsupported target,ENSG00000142192,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,ATXN2-D000690,Amyotrophic Lateral Sclerosis,ATXN2,Phase II,True,True,,,unsupported target,ENSG00000204842,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,BTK-D000690,Amyotrophic Lateral Sclerosis,BTK,Preclinical,False,,,,unsupported target,ENSG00000010671,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,C3-D000690,Amyotrophic Lateral Sclerosis,C3,Phase III,True,True,True,,unsupported target,ENSG00000125730,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,C5-D000690,Amyotrophic Lateral Sclerosis,C5,Preclinical,,,,,unsupported target,ENSG00000106804,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,C5AR1-D000690,Amyotrophic Lateral Sclerosis,C5AR1,Preclinical,,,,,unsupported target,ENSG00000197405,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,C9orf72-D000690,Amyotrophic Lateral Sclerosis,C9orf72,Phase II,True,True,,,genetically supported target,ENSG00000147894,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1013,CCR5-D000690,Amyotrophic Lateral Sclerosis,CCR5,Phase II,True,True,False,,unsupported target,ENSG00000160791,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,CD38-D000690,Amyotrophic Lateral Sclerosis,CD38,Preclinical,,,,,unsupported target,ENSG00000004468,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,CD3E-D000690,Amyotrophic Lateral Sclerosis,CD3E,Phase I,True,False,,,unsupported target,ENSG00000198851,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,CD40LG-D000690,Amyotrophic Lateral Sclerosis,CD40LG,Phase II,True,True,,,unsupported target,ENSG00000102245,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,CDNF-D000690,Amyotrophic Lateral Sclerosis,CDNF,Preclinical,False,,,,unsupported target,ENSG00000185267,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,CFH-D000690,Amyotrophic Lateral Sclerosis,CFH,Phase I,True,False,,,unsupported target,ENSG00000000971,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,CHRM2-D000690,Amyotrophic Lateral Sclerosis,CHRM2,Preclinical,False,,,,unsupported target,ENSG00000181072,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,CHRM3-D000690,Amyotrophic Lateral Sclerosis,CHRM3,Preclinical,False,,,,unsupported target,ENSG00000133019,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,CNR1-D000690,Amyotrophic Lateral Sclerosis,CNR1,Preclinical,False,,,,unsupported target,ENSG00000118432,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,CNR2-D000690,Amyotrophic Lateral Sclerosis,CNR2,Preclinical,,,,,unsupported target,ENSG00000188822,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,COL18A1-D000690,Amyotrophic Lateral Sclerosis,COL18A1,Preclinical,False,,,,unsupported target,ENSG00000182871,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
